,DateTime,Bit Box_GyroXmax(RPM),Bit Box_GyroXmed(RPM),Bit Box_Temperature(C),Bit Box_ShXpeak(g),Bit Box_ShXrms(g),Bit Box_ShXmax(g),Bit Box_ShYpeak(g),Bit Box_ShYrms(g),Bit Box_ShYmax(g),Bit Box_ShZpeak(g),Bit Box_ShZrms(g),Bit Box_ShZmax(g),Top Sub_GyroXmax(RPM),Top Sub_GyroXmed(RPM),Top Sub_GyroXmin(RPM),Top Sub_StickSlip(%),Top Sub_Temperature(C),Top Sub_ShXpeak(g),Top Sub_ShXrms(g),Top Sub_ShXmax(g),Top Sub_ShYpeak(g),Top Sub_ShYrms(g),Top Sub_ShYmax(g),Top Sub_ShZpeak(g),Top Sub_ShZrms(g),Top Sub_ShZmax(g),Surface_Hookload(klbs),Surface_Weight on Bit(klbs),Surface_Block Position(ft),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(kft-lbs),Surface_Pump Pressure(psi),Surface_Differential Pressure(psi),Surface_AD Differential Pressure Setpoint Value(psi),Surface_AD ROP Setpoint Value(ft/hr),Surface_AD WOB Setpoint Value(klbs),Surface_Flow In(GPM),Surface_Depth - Bit(ft),Surface_Total Depth(ft),Surface_ROP - Instant Depth / Hour(ft/hr),Surface_ROP Depth/Hour(ft/hr),Surface_MSE(au),Surface_MSE DownHole(au),Surface_MWD Gamma(API),Surface_MSE Surface(au),Surface_MSE Total(au),Surface_AD ROP Actual Value(ft/hr),Surface_GC_Activity_Code(Code),Surface_GC_OnBottom(bool),Surface_GC_IsStand(bool),Surface_GC_StandSteadyState(bool),Surface_GC_StandIndex(count),Surface_GC_StandIndex_OnBottom(count),Surface_GC_Rotating(bool),Surface_GC_Sliding(bool),Surface_GC_Rotary_Power(hp),Surface_GC_Hydraulic_Power(hp),Surface_GC_Linear_Power(hp),Surface_GC_Total_Power(hp),Surface_GC_Energy_per_Foot(kWh/ft),Surface_GC_Differential_Pressure(psi),Surface_GC_ROP(ft/hr),Augmented RPM(RPM)
8805,2020/12/07 20:03:04.000,160.70191067,146.57744242,84.0,4.5814135074,1.1261356973,4.5814135074,14.276029322,3.569023212,14.234119954,11.434146341,1.6857577303,11.434146341,2.2739121168,-0.81915469605,-3.7157298198,422.33437422,83.9,4.7917205743,0.42346948322,1.3931360217,5.2355948188,0.91927734791,5.2355948188,8.156097561,1.0662887198,8.156097561,160.57072,50.2836,64.32497,19.97541,1075.9706,3428.941,325.42606,342.0,30.0,59.95,589.8763,8094.6465,8094.6465,,0.0,,98261.0,,4638.546,90140.96,19.85754,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,4092.3369922,1180.0764469,0.45011354245,5272.8635526,221.84463728,303.5155,13.500000001,162.7254746
8806,2020/12/07 20:03:06.000,159.85608211,145.62797833,84.0,4.4122562367,1.1199590829,4.4122562367,14.09514455,3.6253422124,14.025295603,11.414634146,1.634640248,11.414634146,2.2739121168,-0.79890647415,-3.6666068975,408.81147669,83.9,5.1083749271,0.43377578481,1.4112247321,5.1330678807,0.93185727913,5.1330678807,8.9756097561,1.0911587968,8.9756097561,161.29573,50.23519,64.31792,19.85465,1543.7103,3382.4065,325.8406,342.0,30.0,59.95,589.18634,8094.654,8094.654,,0.0,,99333.73,,6337.2007,92796.13,21.76013,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,5835.8392437,1162.6999452,0.53736327269,6999.0765522,246.42168957,256.981,38.159999999,162.43774427999998
8807,2020/12/07 20:03:07.000,160.25568974,145.87377325,84.0,4.5624073599,1.1165383685,4.5624073599,14.635625764,3.5801589542,14.579746606,10.868292683,1.6051575229,10.868292683,2.3189853947,-0.79890647415,-3.637995792,414.53939562,83.9,4.4253880407,0.42989384322,1.4103919058,5.3304727779,0.94274673975,5.3304727779,8.6243902439,1.0965886296,8.6243902439,160.78397,50.0955,64.30718,19.93516,1877.8102,3410.6538,321.09406,342.0,30.0,59.95,591.2658,8094.6646,8094.6646,,0.0,,98245.38,,7552.747,93052.93,25.15898,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,7127.6555192,1176.5478107,0.58626802812,8304.7895979,267.25710354,285.2283,7.9199999996,163.02148359999998
8808,2020/12/07 20:03:08.000,160.65529737,146.11956817,84.0,4.712558483,1.1131176542,4.712558483,15.176106978,3.534975696,15.13419761,10.321951219,1.5756747978,10.321951219,2.3640586726,-0.79890647415,-3.6093846865,420.26731455,83.9,3.7424011543,0.42601190163,1.4095590796,5.5278776752,0.95363620037,5.5278776752,8.2731707317,1.1020184624,8.2731707317,160.65602,50.10705,64.30287,19.8949,1740.1206,3382.664,324.41916,342.0,30.0,59.95,590.58984,8094.669,8094.669,,0.0,,98812.13,,7086.472,93149.39,23.58961,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,6591.6841822,1165.5583375,0.63924325816,7757.881763,229.02028625,257.2385,7.9199999996,162.81764128
8809,2020/12/07 20:03:09.000,161.054905,146.36536308,84.0,4.8627096062,1.1096969398,4.8627096062,15.716588192,3.4897924378,15.688648613,9.775609756,1.5461920726,9.775609756,2.4091319504,-0.79890647415,-3.5807735809,425.99523348,83.9,3.0594142679,0.42212996005,1.4087262533,5.7252825724,0.96452566098,5.7252825724,7.9219512195,1.1074482951,7.9219512195,161.85016,50.10012,64.30287,0.43257,257.93207,3375.9087,321.69916,342.0,30.0,59.95,589.5293,8094.669,8094.669,,0.0,,86501.85,,853.1965,86262.914,18.41319,11.0,1.0,1.0,1.0,29.0,29.0,0.0,1.0,21.244035704,1161.1418278,0.62640211501,1183.0122656,35.634684377,250.4832,48.960000001,142.66609060000002
8810,2020/12/07 20:03:10.000,161.45451263,146.611158,84.0,5.0128607293,1.1062762255,5.0128607293,16.257069406,3.4446091796,16.243099617,9.2292682926,1.5167093475,9.2292682926,2.4542052283,-0.79890647415,-3.5521624754,431.72315241,83.9,2.3764273815,0.41824801846,1.4078934271,5.9226874697,0.9754151216,5.9226874697,7.5707317073,1.1128781279,7.5707317073,160.14424,50.0331,64.28893,19.87478,650.7525,3401.991,321.90936,342.0,30.0,59.95,591.96967,8094.6826,8094.6826,,0.0,,97955.97,,1023.03064,86293.016,24.33265,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2462.5976337,1174.9565284,0.56976978346,3638.1239318,120.31883165,276.5655,23.040000001,163.13144014
8811,2020/12/07 20:03:11.000,161.85412026,146.85695292,84.0,5.1630118525,1.1028555111,5.1630118525,16.79755062,3.3994259214,16.79755062,8.6829268293,1.4872266224,8.6829268293,2.4992785062,-0.79890647415,-3.5235513699,437.45107134,83.9,1.6934404951,0.41436607687,1.4070606008,6.1200923669,0.98630458222,6.1200923669,7.2195121951,1.1183079607,7.2195121951,160.86926,50.05864,64.27734,19.87478,630.504,3408.9546,323.4506,342.0,30.0,59.95,589.8763,8094.689,8094.689,,0.0,,99826.15,,3107.2712,90002.69,26.24914,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2385.9726369,1173.19809,0.64408659716,3559.8148136,104.19822211,283.5291,9.5399999997,162.62484460000002
8812,2020/12/07 20:03:12.000,162.09182574,146.95408286,84.0,5.0403177093,1.0952007616,5.0403177093,15.943280533,3.3831017643,15.943280533,9.4048780488,1.4869844138,9.4048780488,2.4747170451,-0.78446912396,-3.5276010143,439.28026102,83.88,2.1842021678,0.41285619018,1.9550982524,5.9839084844,0.97700992432,5.9839084844,7.4634146341,1.1121948838,7.4634146341,160.95454,50.20252,64.27733,19.93516,604.181,3393.5754,324.56815,342.0,30.0,59.95,588.49316,8094.6943,8094.6943,,0.0,,100003.016,,3021.3157,90012.516,23.17255,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2293.3063412,1165.1668091,0.60395036809,3459.0771007,108.28857238,268.1499,9.5399999997,162.35050472
8813,2020/12/07 20:03:13.000,162.32953123,147.0512128,84.0,4.9176235661,1.0875460121,4.9176235661,15.089010445,3.3667776072,15.089010445,10.126829268,1.4867422052,10.126829268,2.4501555839,-0.77003177378,-3.5316506587,441.10945069,83.86,2.6749638406,0.4113463035,2.503135904,5.8477246019,0.96771526643,5.8477246019,7.7073170731,1.1060818069,7.7073170731,161.38103,50.15166,64.26915,19.87478,1019.2748,3439.3572,324.5153,342.0,30.0,59.95,589.5293,8094.6943,8094.6943,,0.0,,99847.3,,4511.4624,91386.66,20.88253,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,3857.1710605,1182.9649023,0.58358183147,5040.7195446,163.14516339,313.9317,52.919999999,162.5408706
8814,2020/12/07 20:03:14.000,162.56723671,147.14834275,84.0,4.7949294228,1.0798912625,4.7949294228,14.234740358,3.3504534502,14.234740358,10.848780488,1.4864999966,10.848780488,2.4255941228,-0.75559442359,-3.535700303,442.93864037,83.84,3.1657255133,0.40983641681,3.0511735556,5.7115407194,0.95842060853,5.7115407194,7.9512195122,1.09996873,7.9512195122,160.91191,50.14435,64.25811,19.73389,1470.8158,3387.6294,328.98358,342.0,30.0,59.95,587.4611,8094.709,8094.709,,0.0,,101071.9,,6102.8374,94122.84,26.15434,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,5526.4503441,1161.0854689,0.66494319394,6688.2007563,189.9524415,262.2039,29.880000002,161.8994762
8815,2020/12/07 20:03:15.000,162.8049422,147.24547269,84.0,4.6722352796,1.072236513,4.6722352796,13.38047027,3.3341292931,13.38047027,11.570731707,1.486257788,11.570731707,2.4010326616,-0.74115707341,-3.5397499474,444.76783004,83.82,3.6564871861,0.40832653013,3.5992112072,5.5753568369,0.94912595064,5.5753568369,8.1951219512,1.0938556531,8.1951219512,160.9972,50.10513,64.25139,19.91503,1408.0455,3392.7002,325.637,342.0,30.0,59.95,591.6235,8094.7173,8094.7173,,0.0,,100575.73,,5923.6216,93461.39,25.75952,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,5339.1600103,1171.0625244,0.71422448083,6510.9367591,172.02400585,267.2747,31.319999998,163.087917
8816,2020/12/07 20:03:16.000,163.04264768,147.34260263,84.0,4.5495411364,1.0645817635,4.5495411364,12.526200183,3.317805136,12.526200183,12.292682927,1.4860155794,12.292682927,2.3764712005,-0.72671972322,-3.5437995918,446.59701972,83.8,4.1472488588,0.40681664344,4.1472488588,5.4391729544,0.93983129274,5.4391729544,8.4390243902,1.0877425762,8.4390243902,160.31483,50.05704,64.24169,19.87478,2053.972,3401.064,322.26773,342.0,30.0,59.95,593.36255,8094.726,8094.726,,0.0,,101199.125,,8334.406,96498.336,27.71069,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,7772.7040415,1177.4002379,0.71353898105,8950.8178184,236.48755836,275.6385,13.320000001,163.46851709999999
8817,2020/12/07 20:03:17.000,162.83797886,147.23217879,84.0,4.6277728585,1.0673907395,4.6277728585,12.703532113,3.3405300275,12.703532113,11.707317073,1.4768139575,11.707317073,2.4010326616,-0.72064525665,-3.720043059,453.4933588,83.8,3.8798196845,0.40877973984,3.7753056368,5.1144678013,0.93419879705,5.1144678013,8.2536585366,1.0858072617,8.2536585366,160.74132,50.12667,64.23819,19.91503,2238.2332,3388.186,324.69186,342.0,30.0,59.95,589.8763,8094.7334,8094.7334,,0.0,,101927.84,,9025.119,97799.914,24.94681,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,8487.1441974,1166.0505376,0.63189862591,9653.8266336,288.41580612,262.7605,13.320000001,162.6650946
8818,2020/12/07 20:03:18.000,162.63331004,147.12175494,84.0,4.7060045807,1.0701997156,4.7060045807,12.880864043,3.363254919,12.880864043,11.12195122,1.4676123356,11.12195122,2.4255941228,-0.71457079008,-3.8962865262,460.38969789,83.8,3.6123905102,0.41074283624,3.4033624148,4.7897626481,0.92856630136,4.7897626481,8.0682926829,1.0838719472,8.0682926829,161.42368,50.12667,64.23818,19.83452,2224.059,3372.0762,324.69186,342.0,30.0,59.95,589.8763,8094.7334,8094.7334,,0.0,,101408.45,,8940.341,97245.55,22.01805,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,8399.3036399,1160.5063198,0.68050621252,9560.4904659,265.22536237,246.6507,43.92,162.5845846
8819,2020/12/07 20:03:19.000,162.42864121,147.0113311,84.0,4.7842363028,1.0730086916,4.7842363028,13.058195973,3.3859798105,13.058195973,10.536585366,1.4584107136,10.536585366,2.4501555839,-0.7084963235,-4.0725299934,467.28603697,83.8,3.3449613359,0.41270593264,3.0314191927,4.465057495,0.92293380567,4.465057495,7.8829268293,1.0819366326,7.8829268293,160.91191,50.08768,64.22603,19.95528,2793.0413,3432.6926,323.21347,342.0,30.0,59.95,590.5694,8094.7456,8094.7456,,19.79592,,101231.305,,11075.625,99185.836,26.21773,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,10612.323152,1182.7556646,0.71761847285,11795.796435,310.07210242,307.2671,14.039999999,162.87307479999998
8820,2020/12/07 20:03:20.000,162.22397239,146.90090725,84.0,4.862468025,1.0758176677,4.862468025,13.235527903,3.408704702,13.235527903,9.9512195122,1.4492090917,9.9512195122,2.4747170451,-0.70242185693,-4.2487734606,474.18237606,83.8,3.0775321616,0.41466902904,2.6594759707,4.1403523418,0.91730130998,4.1403523418,7.6975609756,1.0800013181,7.6975609756,160.52808,50.09307,64.22205,19.8949,2926.6814,3416.9775,324.24707,342.0,30.0,59.95,588.83777,8094.7495,8094.7495,,19.79592,,101359.17,,11533.326,99769.32,24.22307,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,11086.449692,1173.8888047,0.72376757231,12261.062265,319.59850849,291.552,1.8000000004,162.39364034
8821,2020/12/07 20:03:21.000,162.01930357,146.79048341,84.0,4.9406997471,1.0786266437,4.9406997471,13.412859833,3.4314295935,13.412859833,9.3658536585,1.4400074698,9.3658536585,2.4992785062,-0.69634739036,-4.4250169278,481.07871514,83.8,2.8101029873,0.41663212544,2.2875327487,3.8156471887,0.91166881429,3.8156471887,7.512195122,1.0780660036,7.512195122,160.9972,50.08989,64.22155,5.78622,565.7089,3398.5776,326.60925,342.0,30.0,59.95,587.8065,8094.75,8094.75,,19.79592,,94375.07,,1442.8281,91334.8,18.87421,11.0,1.0,1.0,1.0,29.0,29.0,0.0,1.0,623.25136164,1165.5227561,0.64054221112,1789.41466,52.700099208,273.1521,86.400000001,142.249173
8822,2020/12/07 20:03:22.000,162.4001301,146.88795281,84.0,4.7809942256,1.0781414602,4.7809942256,13.406547512,3.4101425901,13.406547512,9.2585365853,1.4375631615,9.2585365853,2.3640586725,-0.69229774598,-4.2897970941,465.51756833,83.8,3.5797271206,0.41587003941,3.1616709297,3.8419766113,0.89586830881,3.7683287555,8.1170731708,1.0550743519,8.1170731708,159.71776,50.12708,64.19779,19.8144,642.65314,3392.499,322.8612,342.0,30.0,59.95,589.1831,8094.774,8094.774,,19.79592,,102102.14,,3205.9622,92118.484,32.17999,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2424.5594778,1166.1628224,0.72365136453,3591.4459515,93.693718376,267.0735,15.12,162.3967102
8823,2020/12/07 20:03:23.000,162.78095663,146.98542222,84.0,4.621288704,1.0776562768,4.621288704,13.400235191,3.3888555867,13.400235191,9.1512195122,1.4351188532,9.1512195122,2.2288388388,-0.6882481016,-4.1545772604,449.95642151,83.8,4.3493512538,0.41510795337,4.0358091107,3.868306034,0.88006780332,3.7210103224,8.7219512196,1.0320827002,8.7219512196,160.52808,50.26031,64.18497,19.85465,598.1065,3396.7754,318.0025,342.0,30.0,59.95,592.31665,8094.7866,8094.7866,,19.79592,,101881.46,,3682.0215,92394.12,33.02339,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2261.0805827,1173.8428388,0.70851670573,3435.6319382,91.786713109,271.3499,15.12,163.19527929999998
8824,2020/12/07 20:03:24.000,163.16178315,147.08289162,84.0,4.4615831825,1.0771710933,4.4615831825,13.393922869,3.3675685832,13.393922869,9.043902439,1.4326745449,9.043902439,2.0936190052,-0.68419845722,-4.0193574268,434.3952747,83.8,5.1189753871,0.41434586734,4.9099472916,3.8946354566,0.86426729784,3.6736918892,9.3268292684,1.0090910485,9.3268292684,160.27219,50.30646,64.18497,19.91503,332.85144,3422.4922,320.96646,342.0,30.0,59.95,592.6645,8094.7866,8094.7866,,19.79592,,102095.484,,2071.557,90984.56,29.07391,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,1262.1375501,1183.4245207,0.69880111991,2446.2608719,66.324052217,297.0667,15.12,163.33983899999998
8825,2020/12/07 20:03:25.000,163.54260968,147.18036103,84.0,4.3018776609,1.0766859099,4.3018776609,13.387610548,3.3462815798,13.387610548,8.9365853659,1.4302302366,8.9365853659,1.9583991715,-0.68014881284,-3.8841375931,418.83412788,83.8,5.8885995203,0.4135837813,5.7840854726,3.9209648793,0.84846679235,3.6263734561,9.9317073172,0.98609939678,9.9317073172,161.8928,50.28788,64.18496,19.93516,63.5467,3367.9053,322.1955,342.0,30.0,59.95,590.9188,8094.7866,8094.7866,,19.79592,,102076.52,,1072.3022,89906.86,22.63747,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,241.20594668,1161.1193456,0.72048678734,1403.0457791,36.8813888,242.4798,51.84,162.9375096
8826,2020/12/07 20:03:26.000,163.92343621,147.27783043,84.0,4.1421721394,1.0762007264,4.1421721394,13.381298227,3.3249945764,13.381298227,8.8292682927,1.4277859283,8.8292682927,1.8231793378,-0.67609916846,-3.7489177594,403.27298107,83.8,6.6582236536,0.41282169527,6.6582236536,3.9472943019,0.83266628687,3.5790550229,10.536585366,0.96310774507,10.536585366,160.65602,50.1361,64.16464,19.79427,203.26118,3396.1306,318.77756,342.0,30.0,59.95,591.9631,8094.801,8094.801,,19.79592,,101915.58,,1588.51,90398.94,30.22452,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,766.07133995,1172.9194854,0.70129634227,1939.6921217,52.225173857,270.7051,41.399999999,163.04934020000002
8827,2020/12/07 20:03:27.000,164.14948837,146.95657164,84.0,4.1847370668,1.0800585611,4.1847370668,13.410100354,3.3779815477,13.350943964,8.7609756098,1.4350745191,8.7609756098,1.8642029713,-0.68014881284,-3.7694295762,401.07756431,83.8,5.8762530436,0.40951571743,5.62323782,3.997242759,0.83440389886,3.7026513358,10.848780488,0.9757326441,10.848780488,160.69867,50.06415,64.1581,19.8144,711.498,3391.7585,319.47037,342.0,30.0,59.95,589.1839,8094.8125,8094.8125,,19.79592,,101833.17,,3477.169,92167.22,29.69785,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2684.2928353,1165.9098605,0.74701636655,3850.9497122,97.199201205,266.333,3.6000000007,162.3969038
8828,2020/12/07 20:03:28.000,164.37554053,146.63531285,84.0,4.2273019942,1.0839163957,4.2273019942,13.438902481,3.4309685189,13.3205897,8.6926829268,1.4423631099,8.6926829268,1.9052266048,-0.68419845722,-3.7899413929,398.88214756,83.8,5.0942824336,0.4062097396,4.5882519864,4.0471912161,0.83614151085,3.8262476487,11.16097561,0.98835754312,11.16097561,161.38103,50.08695,64.1581,19.8949,725.6719,3373.2117,319.97968,342.0,30.0,59.95,590.91724,8094.8135,8094.8135,,19.79592,,102096.43,,3541.191,92424.39,23.11881,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2748.8899245,1162.9457104,0.80928213419,3912.644917,91.199653496,247.7862,3.6000000007,162.89687208
8829,2020/12/07 20:03:29.000,164.60159269,146.31405405,84.0,4.2698669216,1.0877742304,4.2698669216,13.467704608,3.4839554902,13.290235437,8.6243902439,1.4496517008,8.6243902439,1.9462502384,-0.6882481016,-3.8104532097,396.6867308,83.8,4.3123118235,0.40290376176,3.5532661528,4.0971396731,0.83787912284,3.9498439615,11.473170732,1.0009824421,11.473170732,161.08249,49.96674,64.14815,19.77414,1503.2134,3422.448,315.9661,342.0,30.0,59.95,590.91724,8094.8145,8094.8145,,19.79592,,100853.375,,6406.961,94278.6,24.72984,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,5659.7014892,1179.920377,0.68863120272,6840.3104975,186.92537152,297.0225,78.839999999,162.77611208
8830,2020/12/07 20:03:30.000,164.82764485,145.99279526,84.0,4.312431849,1.091632065,4.312431849,13.496506735,3.5369424614,13.259881173,8.5560975609,1.4569402916,8.5560975609,1.9872738719,-0.69229774598,-3.8309650264,394.49131405,83.8,3.5303412135,0.39959778393,2.5182803192,4.1470881302,0.83961673483,4.0734402744,11.785365854,1.0136073412,11.785365854,161.12514,49.92007,64.13535,19.77414,1499.1637,3390.9863,318.84302,342.0,30.0,59.95,590.5694,8094.8364,8094.8364,,19.79592,,102091.26,,6915.1245,95791.43,29.73887,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,5644.4540911,1168.3854986,0.61779749749,6813.4573872,207.34554251,265.5608,21.24,162.69193479999998
8831,2020/12/07 20:03:31.000,165.05369701,145.67153647,84.0,4.3549967764,1.0954898997,4.3549967764,13.525308862,3.5899294327,13.22952691,8.487804878,1.4642288824,8.487804878,2.0282975054,-0.69634739036,-3.8514768432,392.29589729,83.8,2.7483706035,0.39629180609,1.4832944856,4.1970365873,0.84135434682,4.1970365873,12.097560976,1.0262322402,12.097560976,160.82661,49.9009,64.1234,19.79427,1685.4497,3385.5232,317.30756,342.0,30.0,59.95,590.2224,8094.8423,8094.8423,,19.79592,,102054.1,,7142.377,96046.12,32.77629,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,6352.2936849,1165.8177528,0.66776348791,7518.7792012,211.60755021,260.0977,20.519999999,162.6280908
8832,2020/12/07 20:03:32.000,164.56470941,146.04399083,84.0,4.3705878862,1.089814853,4.3705878862,13.37584789,3.5111921296,13.139222329,9.0048780488,1.4813979764,9.0048780488,2.0774204277,-0.6758355736,-3.8309650264,401.85325135,83.8,3.0602470942,0.39936089496,1.4709480088,4.5642823114,0.84879037441,4.5642823114,11.336585366,1.0198149357,11.336585366,161.21043,49.85284,64.12014,19.95528,2145.09,3377.8435,315.40225,342.0,30.0,59.95,591.265,8094.848,8094.848,,19.79592,,101545.11,,8928.422,97298.336,29.05289,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,8150.3944355,1165.2279096,0.7233179979,9316.3456631,241.82675303,252.418,12.96,163.04140999999998
8833,2020/12/07 20:03:33.000,164.07572181,146.41644519,84.0,4.386178996,1.0841398064,4.386178996,13.226386919,3.4324548265,13.048917748,9.5219512196,1.4985670704,9.5219512196,2.12654335,-0.65532375684,-3.8104532097,411.41060541,83.8,3.3721235848,0.40242998383,1.458601532,4.9315280356,0.856226402,4.9315280356,10.575609756,1.0133976312,10.575609756,161.50897,49.87465,64.12014,19.8949,1047.6227,3375.6929,317.49808,342.0,30.0,59.95,588.8426,8094.8516,8094.8516,,19.79592,,101969.15,,4773.0317,93522.19,25.63904,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,3968.4594163,1159.7151599,0.70549823904,5128.8800744,136.55405139,250.2674,33.84,162.3948092
8834,2020/12/07 20:03:34.000,163.5867342,146.78889956,84.0,4.4017701057,1.0784647597,4.4017701057,13.076925947,3.3537175233,12.958613166,10.03902439,1.5157361645,10.03902439,2.1756662722,-0.63481194009,-3.7899413929,420.96795946,83.8,3.6840000755,0.40549907271,1.4462550553,5.2987737597,0.86366242958,5.2987737597,9.8146341465,1.0069803268,9.8146341465,161.33838,49.84521,64.10483,20.94148,320.70236,3361.93,321.3241,342.0,30.0,59.95,590.2273,8094.861,8094.861,,19.79592,,102315.1,,4772.5254,93851.305,28.59671,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,1278.7475358,1157.7029561,0.68756048478,2437.1380523,66.541221647,236.5045,41.759999999,163.7764866
8835,2020/12/07 20:03:35.000,163.0977466,147.16135392,84.0,4.4173612155,1.0727897131,4.4173612155,12.927464976,3.2749802202,12.868308585,10.556097561,1.5329052585,10.556097561,2.2247891945,-0.61430012333,-3.7694295762,430.52531352,83.8,3.9958765661,0.40856816158,1.4339085785,5.6660194839,0.87109845717,5.6660194839,9.0536585366,1.0005630223,9.0536585366,161.38103,49.84661,64.09367,19.83452,330.8266,3369.0063,319.37543,342.0,30.0,59.95,588.1494,8094.8726,8094.8726,,19.79592,,102423.8,,2070.5183,91239.35,31.22401,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,1249.3881977,1156.0554457,0.75041661419,2406.19406,60.195213048,243.5808,38.520000003,162.1666748
8836,2020/12/07 20:03:36.000,162.608759,147.53380828,84.0,4.4329523253,1.0671146664,4.4329523253,12.778004004,3.1962429171,12.778004004,11.073170732,1.5500743525,11.073170732,2.2739121168,-0.59378830657,-3.7489177594,440.08266758,83.8,4.3077530568,0.41163725045,1.4215621017,6.033265208,0.87853448476,6.033265208,8.2926829268,0.9941457178,8.2926829268,160.82661,49.86465,64.08366,19.8144,401.69626,3413.7017,316.82285,342.0,30.0,59.95,590.57025,8094.8833,8094.8833,,19.79592,,102769.17,,2351.1726,91846.766,32.4951,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,1515.4932167,1176.2139244,0.83168032206,2692.5388214,60.799000701,288.2762,15.839999999,162.7324005
8837,2020/12/07 20:03:37.000,162.08990243,147.52503992,84.0,4.4192241171,1.0689666071,4.4192241171,12.792629353,3.1952678397,12.792629353,11.219512195,1.55531874,11.219512195,2.3025232223,-0.57327648981,-3.8185524984,450.55238267,83.8,4.4931329344,0.41164212437,2.1841801703,5.7260862152,0.87583909557,5.7260862152,8.3804878049,0.98442385408,8.3804878049,160.82661,49.86132,64.08286,19.73389,786.4173,3402.5278,317.01535,342.0,30.0,59.95,590.57025,8094.8877,8094.8877,,19.79592,,103043.94,,3796.617,93610.06,30.21129,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,2954.8881364,1172.3638818,0.77904385447,4128.0310621,99.504550135,277.1023,3.6000000007,162.6518905
8838,2020/12/07 20:03:38.000,161.57104587,147.51627156,84.0,4.4054959089,1.0708185478,4.4054959089,12.807254701,3.1942927623,12.807254701,11.365853659,1.5605631276,11.365853659,2.3311343278,-0.55276467305,-3.8881872374,461.02209777,83.8,4.678512812,0.41164699829,2.9467982389,5.4189072224,0.87314370638,5.4189072224,8.4682926829,0.97470199037,8.4682926829,162.10605,49.91488,64.08251,20.01566,911.9579,3378.1917,321.37927,342.0,30.0,59.95,591.265,8094.8887,8094.8887,,19.79592,,104738.51,,4320.3486,95477.25,23.54941,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,3475.5215653,1165.3480254,0.79742649017,4641.6670171,109.42371948,252.7662,29.88,163.10179
8839,2020/12/07 20:03:40.000,160.53333274,147.49873485,84.0,4.3780394924,1.0745224292,4.3780394924,12.836505398,3.1923426076,12.836505398,11.658536586,1.5710519027,11.658536586,2.3883565389,-0.51174103954,-4.0274567155,481.96152796,83.8,5.0492725672,0.41165674612,4.4720343762,4.8045492368,0.86775292801,4.8045492368,8.643902439,0.95525826294,8.643902439,161.63692,49.66537,64.05825,20.01566,1679.3751,3428.0999,321.83902,342.0,30.0,59.95,590.9188,8094.9053,8094.9053,,19.79592,,104537.97,,7299.225,98318.54,28.72278,10.0,1.0,1.0,1.0,29.0,29.0,1.0,0.0,6400.1905967,1181.8720415,0.76273821683,7582.8253765,185.9547778,302.6744,33.479999999,163.0180096
