,DateTime,Bit Box_ShYpeak(g),Surface_Total Depth(ft),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(ft-lbs)
9760,2020/11/24 02:37:26.000,6.648664581,5892.0117,1.75883,0.1508,0.0
9761,2020/11/24 02:37:27.000,7.4771852438,5892.0117,1.84597,0.1508,0.0
9762,2020/11/24 02:37:28.000,8.3057059066,5892.0117,1.90901,0.23131,0.0
9763,2020/11/24 02:37:29.000,9.1342265694,5892.0117,1.96936,0.11055,0.0
9764,2020/11/24 02:37:30.000,9.9627472322,5892.0117,2.03232,0.11055,0.0
9765,2020/11/24 02:37:31.000,10.791267895,5892.0117,2.04857,0.0,0.0
9766,2020/11/24 02:37:32.000,10.496790134,5892.0117,2.08243,0.03004,0.0
9767,2020/11/24 02:37:33.000,10.202312373,5892.0117,2.10807,0.17093,0.0
9768,2020/11/24 02:37:34.000,9.9078346121,5892.0117,2.14432,0.17093,0.0
9769,2020/11/24 02:37:35.000,9.6133568512,5892.0117,2.15986,0.23131,0.0
9770,2020/11/24 02:37:36.000,9.3188790902,5892.0117,2.17565,0.05017,0.0
9771,2020/11/24 02:37:37.000,8.9208523388,5892.0117,2.18139,0.21118,0.0
9772,2020/11/24 02:37:38.000,8.5228255873,5892.0117,2.20157,0.13068,0.0
9773,2020/11/24 02:37:39.000,8.1247988359,5892.0117,2.20522,0.29169,0.0
9774,2020/11/24 02:37:40.000,7.7267720844,5892.0117,2.20869,0.0,0.0
9775,2020/11/24 02:37:41.000,7.328745333,5892.0117,2.20223,0.23131,0.0
9776,2020/11/24 02:37:42.000,7.7327923741,5892.0117,2.20223,0.09042,0.0
9777,2020/11/24 02:37:43.000,8.1368394152,5892.0117,2.12455,0.25144,0.0
9778,2020/11/24 02:37:44.000,8.5408864563,5892.0117,2.03578,0.27156,0.0
9779,2020/11/24 02:37:45.000,8.9449334974,5892.0117,1.88432,0.37219,0.0
9780,2020/11/24 02:37:46.000,9.3489805385,5892.0117,1.70976,0.25144,0.0
9781,2020/11/24 02:37:47.000,9.0195260285,5892.0117,1.65659,0.0703,0.0
9782,2020/11/24 02:37:48.000,8.6900715186,5892.0117,1.57258,0.13068,0.0
9783,2020/11/24 02:37:49.000,8.3606170086,5892.0117,1.45844,0.39232,0.0
9784,2020/11/24 02:37:50.000,8.0311624987,5892.0117,1.39805,0.27156,0.0
9785,2020/11/24 02:37:51.000,7.7017079887,5892.0117,1.3464,0.21118,0.0
9786,2020/11/24 02:37:52.000,7.6864656741,5892.0117,1.31401,0.09042,0.0
9787,2020/11/24 02:37:53.000,7.6712233594,5892.0117,1.25416,0.29169,0.0
9788,2020/11/24 02:37:54.000,7.6559810448,5892.0117,1.21669,0.13068,0.0
9789,2020/11/24 02:37:55.000,7.6407387301,5892.0117,1.15567,0.21118,0.0
9790,2020/11/24 02:37:56.000,7.6254964155,5892.0117,0.98169,0.17093,0.0
9791,2020/11/24 02:37:57.000,7.5660008036,5892.0117,0.9254,0.21118,0.0
9792,2020/11/24 02:37:58.000,7.5065051917,5892.0117,0.87838,0.33194,0.0
9793,2020/11/24 02:37:59.000,7.4470095797,5892.0117,0.78914,0.23131,0.0
9794,2020/11/24 02:38:00.000,7.3875139678,5892.0117,0.66376,0.27156,0.0
9795,2020/11/24 02:38:01.000,7.3280183559,5892.0117,0.58695,0.0,0.0
9796,2020/11/24 02:38:02.000,7.7646052546,5892.0117,0.58818,0.1508,0.0
9797,2020/11/24 02:38:03.000,8.2011921534,5892.0117,0.49466,0.19106,0.0
9798,2020/11/24 02:38:04.000,8.6377790521,5892.0117,0.42532,0.4527,0.0
9799,2020/11/24 02:38:05.000,9.0743659509,5892.0117,0.37107,0.13068,0.0
9800,2020/11/24 02:38:06.000,9.5109528496,5892.0117,0.31647,0.19106,0.0
9801,2020/11/24 02:38:07.000,9.3023630476,5892.0117,0.29722,0.00992,0.0
9802,2020/11/24 02:38:08.000,9.0937732455,5892.0117,0.24484,0.25144,0.0
9803,2020/11/24 02:38:09.000,8.8851834435,5892.0117,0.1711,0.17093,0.0
9804,2020/11/24 02:38:10.000,8.6765936414,5892.0117,0.12418,0.29169,0.0
9805,2020/11/24 02:38:11.000,8.4680038394,5892.0117,0.1056,0.21118,0.0
9806,2020/11/24 02:38:12.000,8.7167910053,5892.0117,0.06285,0.13068,0.0
9807,2020/11/24 02:38:13.000,8.9655781712,5892.0117,0.04699,0.0,0.0
9808,2020/11/24 02:38:14.000,9.214365337,5892.0117,0.01598,0.11055,0.0
9903,2020/11/24 02:39:49.000,17.209225872,5892.0117,0.00694,0.35207,0.0
9904,2020/11/24 02:39:50.000,16.510719244,5892.0117,0.9316,0.0703,0.0
9905,2020/11/24 02:39:51.000,15.812212616,5892.0117,1.25771,0.39232,0.0
9906,2020/11/24 02:39:52.000,15.781855208,5892.0117,2.20649,0.11055,0.0
9907,2020/11/24 02:39:53.000,15.7514978,5892.0117,2.28847,0.19106,0.0
9908,2020/11/24 02:39:54.000,15.721140391,5892.0117,3.1033,0.13068,0.0
9909,2020/11/24 02:39:55.000,15.690782983,5892.0117,3.5991,0.21118,0.0
9910,2020/11/24 02:39:56.000,15.660425575,5892.0117,3.61443,0.00992,0.0
9911,2020/11/24 02:39:57.000,14.552578594,5892.0117,3.425,0.25144,0.0
9912,2020/11/24 02:39:58.000,13.444731612,5892.0117,3.41377,0.05017,0.0
9913,2020/11/24 02:39:59.000,12.336884631,5892.0117,3.68585,0.05017,0.0
9914,2020/11/24 02:40:00.000,11.229037649,5892.0117,3.34659,0.21118,0.0
9915,2020/11/24 02:40:01.000,10.121190668,5892.0117,3.79645,0.0703,0.0
9916,2020/11/24 02:40:02.000,9.8933934901,5892.0117,3.73435,0.13068,0.0
9917,2020/11/24 02:40:03.000,9.6655963122,5892.0117,3.89513,0.25144,0.0
9918,2020/11/24 02:40:04.000,9.4377991343,5892.0117,3.76589,0.11055,0.0
9919,2020/11/24 02:40:05.000,9.2100019564,5892.0117,3.92129,0.21118,0.0
9920,2020/11/24 02:40:06.000,8.9822047785,5892.0117,3.75858,0.0,0.0
9921,2020/11/24 02:40:07.000,9.0016302476,5892.0117,3.91202,0.00992,0.0
9922,2020/11/24 02:40:08.000,9.0210557166,5892.0117,3.96365,0.19106,0.0
9923,2020/11/24 02:40:09.000,9.0404811857,5892.0117,3.92147,0.0,0.0
9924,2020/11/24 02:40:10.000,9.0599066547,5892.0117,4.17556,0.0,0.0
9925,2020/11/24 02:40:11.000,9.0793321238,5892.0117,4.63713,0.23131,0.0
9926,2020/11/24 02:40:12.000,9.3853961034,5892.0117,4.6362,0.09042,0.0
9927,2020/11/24 02:40:13.000,9.6914600831,5892.0117,4.97487,0.0,0.0
9928,2020/11/24 02:40:14.000,9.9975240627,5892.0117,4.82831,0.33194,0.0
9929,2020/11/24 02:40:15.000,10.303588042,5892.0117,4.85811,0.0,0.0
9930,2020/11/24 02:40:16.000,10.609652022,5892.0117,4.5736,0.21118,0.0
9931,2020/11/24 02:40:17.000,10.513996805,5892.0117,4.45207,0.35207,0.0
9932,2020/11/24 02:40:18.000,10.418341588,5892.0117,4.33302,0.19106,0.0
9933,2020/11/24 02:40:19.000,10.322686372,5892.0117,4.49974,0.29169,0.0
9934,2020/11/24 02:40:20.000,10.227031155,5892.0117,4.15468,0.11055,0.0
9935,2020/11/24 02:40:21.000,10.131375938,5892.0117,4.15468,0.17093,0.0
9936,2020/11/24 02:40:22.000,10.253714293,5892.0117,3.9078,0.29169,0.0
9937,2020/11/24 02:40:23.000,10.376052647,5892.0117,3.52521,0.27156,0.0
9938,2020/11/24 02:40:24.000,10.498391002,5892.0117,3.75981,0.13068,0.0
9939,2020/11/24 02:40:25.000,10.620729356,5892.0117,3.52743,0.31182,0.0
9940,2020/11/24 02:40:26.000,10.743067711,5892.0117,3.79096,0.27156,0.0
9941,2020/11/24 02:40:27.000,10.49644482,5892.0117,3.55733,0.00992,0.0
9942,2020/11/24 02:40:28.000,10.249821929,5892.0117,3.35788,0.05017,0.0
9943,2020/11/24 02:40:29.000,10.003199038,5892.0117,3.29487,0.09042,0.0
9944,2020/11/24 02:40:30.000,9.7565761472,5892.0117,3.45712,0.25144,0.0
9945,2020/11/24 02:40:31.000,9.5099532562,5892.0117,3.26271,0.05017,0.0
9946,2020/11/24 02:40:32.000,9.5368726616,5892.0117,3.44627,0.19106,0.0
9947,2020/11/24 02:40:33.000,9.563792067,5892.0117,3.63239,0.0703,0.0
9948,2020/11/24 02:40:34.000,9.5907114724,5892.0117,3.2846,0.21118,0.0
9949,2020/11/24 02:40:35.000,9.6176308778,5892.0117,3.7707,0.13068,0.0
9950,2020/11/24 02:40:36.000,9.6445502832,5892.0117,3.57712,0.11055,0.0
9951,2020/11/24 02:40:37.000,10.25658737,5892.0117,3.73356,0.13068,0.0
9952,2020/11/24 02:40:38.000,10.868624457,5892.0117,3.9275,0.13068,0.0
9953,2020/11/24 02:40:39.000,11.480661544,5892.0117,3.62942,0.09042,0.0
9954,2020/11/24 02:40:40.000,12.092698631,5892.0117,3.63612,0.05017,0.0
9955,2020/11/24 02:40:41.000,12.704735718,5892.0117,3.46582,0.17093,0.0
9956,2020/11/24 02:40:42.000,12.440869807,5892.0117,3.94096,0.03004,0.0
9957,2020/11/24 02:40:43.000,12.177003897,5892.0117,3.80705,0.0703,0.0
9958,2020/11/24 02:40:44.000,11.913137986,5892.0117,3.88949,0.21118,0.0
9959,2020/11/24 02:40:45.000,11.649272076,5892.0117,5.00449,0.11055,0.0
9960,2020/11/24 02:40:46.000,11.385406165,5892.0117,5.91337,0.27156,0.0
9961,2020/11/24 02:40:47.000,12.934987962,5892.0117,6.32691,0.21118,0.0
9962,2020/11/24 02:40:48.000,14.484569759,5892.0117,6.83315,0.05017,0.0
9963,2020/11/24 02:40:49.000,16.034151557,5892.0117,7.23814,0.29169,0.0
9964,2020/11/24 02:40:50.000,17.583733354,5892.0117,7.3171,0.29169,0.0
9965,2020/11/24 02:40:51.000,19.133315151,5892.0117,7.58759,0.19106,0.0
9966,2020/11/24 02:40:52.000,18.432971388,5892.0117,8.80205,0.21118,0.0
9967,2020/11/24 02:40:53.000,17.732627625,5892.0117,8.85836,0.21118,0.0
9968,2020/11/24 02:40:54.000,17.032283863,5892.0117,8.79548,0.1508,0.0
9969,2020/11/24 02:40:55.000,16.3319401,5892.0117,8.74967,0.21118,0.0
9970,2020/11/24 02:40:56.000,15.631596337,5892.0117,8.72075,0.05017,0.0
9971,2020/11/24 02:40:57.000,15.270147202,5892.0117,8.65268,0.0703,0.0
9972,2020/11/24 02:40:58.000,14.908698067,5892.0117,8.63656,0.17093,0.0
9973,2020/11/24 02:40:59.000,14.547248933,5892.0117,8.61845,0.17093,0.0
9974,2020/11/24 02:41:00.000,14.185799798,5892.0117,8.57227,0.23131,0.0
9975,2020/11/24 02:41:01.000,13.824350663,5892.0117,8.56036,0.19106,0.0
9976,2020/11/24 02:41:02.000,13.843430818,5892.0117,8.55538,0.05017,0.0
9977,2020/11/24 02:41:03.000,13.862510973,5892.0117,8.55478,0.35207,0.0
9978,2020/11/24 02:41:04.000,13.881591127,5892.0117,8.55702,0.17093,0.0
9979,2020/11/24 02:41:05.000,13.900671282,5892.0117,8.55702,0.0,0.0
9980,2020/11/24 02:41:06.000,13.919751437,5892.0117,8.56401,0.11055,0.0
9981,2020/11/24 02:41:07.000,12.991610496,5892.0117,8.64193,0.33194,0.0
9982,2020/11/24 02:41:08.000,12.063469555,5892.0117,8.16653,0.05017,0.0
9983,2020/11/24 02:41:09.000,11.135328615,5892.0117,7.66641,0.1508,0.0
9984,2020/11/24 02:41:10.000,10.207187674,5892.0117,6.40145,0.37219,0.0
9985,2020/11/24 02:41:11.000,9.279046733,5892.0117,0.99965,0.35207,0.0
9986,2020/11/24 02:41:12.000,9.2199873073,5892.0117,0.99965,0.35207,0.0
10041,2020/11/24 02:42:07.000,5.8258552425,5892.0117,0.04197,0.23131,0.0
10042,2020/11/24 02:42:08.000,5.8927539186,5892.0117,0.09208,0.21118,0.0
10043,2020/11/24 02:42:09.000,5.9596525948,5892.0117,0.20722,0.21118,0.0
10044,2020/11/24 02:42:10.000,6.0265512709,5892.0117,0.26462,0.00992,0.0
10045,2020/11/24 02:42:11.000,6.093449947,5892.0117,0.27752,0.09042,0.0
10046,2020/11/24 02:42:12.000,6.5470799468,5892.0117,0.34052,0.0,0.0
10047,2020/11/24 02:42:13.000,7.0007099465,5892.0117,0.34676,0.11055,0.0
10048,2020/11/24 02:42:14.000,7.4543399463,5892.0117,0.38704,0.25144,0.0
10049,2020/11/24 02:42:15.000,7.907969946,5892.0117,0.37893,0.19106,0.0
10050,2020/11/24 02:42:16.000,8.3615999458,5892.0117,0.37664,0.21118,0.0
10051,2020/11/24 02:42:17.000,9.0065040302,5892.0117,0.36677,19.79427,4562.7583
10052,2020/11/24 02:42:18.000,9.6514081147,5892.0117,0.24628,20.86097,2363.7737
10097,2020/11/24 02:43:03.000,11.513802676,5892.0117,0.5698,19.55275,3313.4272
10098,2020/11/24 02:43:04.000,11.45445246,5892.0117,0.76894,19.83452,2722.1716
10099,2020/11/24 02:43:05.000,11.395102243,5892.0117,0.52306,19.77414,3078.545
10100,2020/11/24 02:43:06.000,11.335752027,5892.0117,0.52306,19.65339,3226.359
10101,2020/11/24 02:43:07.000,13.702904373,5892.0117,0.91357,19.8144,2872.0105
10102,2020/11/24 02:43:08.000,16.070056719,5892.0117,0.40659,19.83452,2835.5632
10103,2020/11/24 02:43:09.000,18.437209066,5892.0117,0.3785,19.77414,3396.446
10104,2020/11/24 02:43:10.000,20.804361412,5892.0117,0.58694,19.77414,2509.5627
10105,2020/11/24 02:43:11.000,23.171513758,5892.0117,0.45308,19.71376,2643.2026
10106,2020/11/24 02:43:12.000,22.497871307,5892.0117,0.31615,19.65339,3345.8247
10107,2020/11/24 02:43:13.000,21.824228857,5892.0117,0.74145,19.593,2938.8303
10108,2020/11/24 02:43:14.000,21.150586406,5892.0117,1.13323,19.75402,3226.359
10109,2020/11/24 02:43:15.000,20.476943956,5892.0117,2.30593,19.65339,3876.335
10110,2020/11/24 02:43:16.000,19.803301505,5892.0117,3.39748,19.83452,4192.211
10111,2020/11/24 02:43:17.000,19.688238994,5892.0117,4.81813,19.67351,4240.8076
10112,2020/11/24 02:43:18.000,19.573176483,5892.0117,6.14318,19.91503,3805.4653
10113,2020/11/24 02:43:19.000,19.458113971,5892.0117,7.59306,19.85465,4171.9624
10114,2020/11/24 02:43:20.000,19.34305146,5892.0117,9.02078,19.75402,4694.3735
10115,2020/11/24 02:43:21.000,19.227988949,5892.0117,9.80285,19.91503,4587.0566
10116,2020/11/24 02:43:22.000,19.146211447,5892.0117,10.07418,19.57288,4176.012
10117,2020/11/24 02:43:23.000,19.064433944,5892.0117,10.60252,19.57288,3748.7695
10118,2020/11/24 02:43:24.000,18.982656442,5892.0117,10.77989,19.67351,3874.31
10119,2020/11/24 02:43:25.000,18.900878939,5892.0117,10.84082,19.75402,4153.7393
10120,2020/11/24 02:43:26.000,18.819101437,5892.0117,10.79797,19.65339,4540.485
10121,2020/11/24 02:43:27.000,20.831607957,5892.0117,10.69701,19.53262,4556.6836
10122,2020/11/24 02:43:28.000,22.844114477,5892.0117,10.39126,19.55275,3700.173
10123,2020/11/24 02:43:29.000,24.856620996,5892.0117,10.15724,19.65339,3882.4094
10124,2020/11/24 02:43:30.000,26.869127516,5892.0117,10.32678,19.77414,3906.7075
10125,2020/11/24 02:43:31.000,28.881634036,5892.0117,10.99039,19.77414,4427.0933
10126,2020/11/24 02:43:32.000,32.036728018,5892.0117,12.17511,19.85465,4374.4473
10127,2020/11/24 02:43:33.000,35.191822,5892.0117,12.9367,19.73389,4913.057
10128,2020/11/24 02:43:34.000,38.346915983,5892.0117,15.3134,19.61313,4975.827
10130,2020/11/24 02:43:36.000,44.657103947,5892.0117,16.83132,19.73389,4702.4727
10131,2020/11/24 02:43:37.000,43.034330568,5892.0117,18.35187,19.79427,4793.591
10132,2020/11/24 02:43:38.000,41.411557189,5892.0117,19.77073,19.63326,5394.9707
10133,2020/11/24 02:43:39.000,39.788783809,5892.0117,20.76455,19.73389,4728.796
10134,2020/11/24 02:43:40.000,38.16601043,5892.0117,21.50727,19.73389,4919.1313
10135,2020/11/24 02:43:41.000,36.543237051,5892.0117,21.93392,19.8144,5210.7095
10136,2020/11/24 02:43:42.000,36.70408103,5892.0117,22.88387,19.77414,5068.97
10137,2020/11/24 02:43:43.000,36.864925008,5892.0117,23.61332,19.69364,5374.722
10138,2020/11/24 02:43:44.000,37.025768987,5892.0117,25.10973,19.55275,5492.1636
10139,2020/11/24 02:43:45.000,37.186612965,5892.0117,25.91519,19.49237,5372.6973
10140,2020/11/24 02:43:46.000,37.347456944,5892.0117,26.14598,19.73389,5271.455
10141,2020/11/24 02:43:47.000,37.26340612,5892.0117,26.28941,19.77414,5004.175
10142,2020/11/24 02:43:48.000,37.179355296,5892.0117,26.52955,19.77414,5075.045
10143,2020/11/24 02:43:49.000,37.095304473,5892.0117,26.40094,19.75402,4985.951
10144,2020/11/24 02:43:50.000,37.011253649,5892.0117,26.35696,19.79427,5364.598
10145,2020/11/24 02:43:51.000,36.927202825,5892.0117,26.30238,19.65339,5295.753
10146,2020/11/24 02:43:52.000,37.484018327,5892.0117,26.32767,19.73389,4977.852
10147,2020/11/24 02:43:53.000,38.040833829,5892.0117,26.35761,19.85465,5115.5415
10148,2020/11/24 02:43:54.000,38.59764933,5892.0117,26.28834,20.57921,4813.8394
10149,2020/11/24 02:43:55.000,39.154464832,5892.0117,26.19288,19.75402,5255.2563
10150,2020/11/24 02:43:56.000,39.711280334,5892.0117,26.16152,19.61313,5151.989
10151,2020/11/24 02:43:57.000,39.927673038,5892.0117,26.1872,19.75402,4904.9575
10152,2020/11/24 02:43:58.000,40.144065741,5892.0117,26.25114,19.67351,4969.7524
10153,2020/11/24 02:43:59.000,40.360458445,5892.0117,26.31038,19.61313,5281.579
10154,2020/11/24 02:44:00.000,40.576851148,5892.0117,26.28975,19.79427,5113.5166
10155,2020/11/24 02:44:01.000,40.793243852,5892.0117,26.33354,19.67351,5232.983
10156,2020/11/24 02:44:02.000,40.230844247,5892.0117,26.55939,19.77414,5405.0947
10157,2020/11/24 02:44:03.000,39.668444642,5892.0117,26.81223,19.593,5127.691
10158,2020/11/24 02:44:04.000,39.106045037,5892.0117,26.92565,19.71376,5307.9023
10159,2020/11/24 02:44:05.000,38.543645432,5892.0117,27.21285,19.61313,5394.9707
10160,2020/11/24 02:44:06.000,37.981245827,5892.0117,27.32189,19.75402,5156.0386
10161,2020/11/24 02:44:07.000,38.103129821,5892.0117,27.08675,19.71376,4925.206
10162,2020/11/24 02:44:08.000,38.225013815,5892.0117,26.89784,19.77414,5115.5415
10163,2020/11/24 02:44:09.000,38.346897808,5892.0117,26.89836,19.8144,5239.0576
10164,2020/11/24 02:44:10.000,38.468781802,5892.0117,27.06656,19.73389,5166.163
10165,2020/11/24 02:44:11.000,38.590665796,5892.0117,27.42704,19.91503,5508.3623
10166,2020/11/24 02:44:12.000,38.612528156,5892.0117,27.56207,19.61313,5457.7407
10167,2020/11/24 02:44:13.000,38.634390517,5892.0117,27.757,19.75402,4874.585
10168,2020/11/24 02:44:14.000,38.656252877,5892.0117,28.27189,19.85465,5459.7656
10169,2020/11/24 02:44:15.000,38.678115238,5892.0117,28.68409,19.67351,5392.946
10170,2020/11/24 02:44:16.000,38.699977598,5892.0117,29.07939,19.73389,5392.946
10171,2020/11/24 02:44:17.000,39.343900263,5892.0117,29.7529,19.83452,5840.437
10172,2020/11/24 02:44:18.000,39.987822929,5892.0117,30.66135,19.73389,5722.996
10173,2020/11/24 02:44:19.000,40.631745594,5892.0117,31.36745,19.75402,5953.8286
10174,2020/11/24 02:44:20.000,41.27566826,5892.0117,31.5262,19.67351,5880.934
10175,2020/11/24 02:44:21.000,41.919590925,5892.0117,31.86558,19.71376,5449.6416
10176,2020/11/24 02:44:22.000,41.707817562,5892.0117,31.9854,19.61313,5874.8594
10177,2020/11/24 02:44:23.000,41.496044199,5892.0117,32.76635,19.75402,6119.866
10178,2020/11/24 02:44:24.000,41.284270836,5892.0117,33.03338,19.61313,6101.6426
10179,2020/11/24 02:44:25.000,41.072497473,5892.0117,33.35222,19.77414,5970.0273
10180,2020/11/24 02:44:26.000,40.86072411,5892.0117,33.28769,19.71376,5623.7783
10181,2020/11/24 02:44:27.000,38.418742965,5892.0117,33.12113,19.73389,5542.7847
10182,2020/11/24 02:44:28.000,35.97676182,5892.0117,32.47092,19.8144,5674.3994
10183,2020/11/24 02:44:29.000,33.534780675,5892.0117,32.09458,19.77414,5415.219
10184,2020/11/24 02:44:30.000,31.09279953,5892.0117,31.71974,19.75402,5307.9023
10185,2020/11/24 02:44:31.000,28.650818385,5892.011711,30.961,19.752007,5248.371768
10186,2020/11/24 02:44:36.000,31.770116251,5892.011766,27.1673,19.741942,4950.719108
10187,2020/11/24 02:44:40.000,31.51969035,5892.01181,24.13234,19.73389,4712.59698
10188,2020/11/24 02:44:41.000,31.457083875,5892.01181,24.457763,19.725839,4752.081509
10189,2020/11/24 02:44:46.000,29.97278323,5892.01181,26.084878,19.685584,4949.504154
10190,2020/11/24 02:44:50.000,34.916806057,5892.01181,27.38657,19.65338,5107.44227
10193,2020/11/24 02:44:53.000,33.515827741,5892.0117,28.00371,19.91503,5558.9834
10194,2020/11/24 02:44:54.000,32.197335729,5892.0117,28.01098,19.55275,5154.0137
10195,2020/11/24 02:44:55.000,30.878843718,5892.0117,27.58451,19.593,5010.2495
10196,2020/11/24 02:44:56.000,29.560351706,5892.0117,27.29284,19.71376,5399.0205
10197,2020/11/24 02:44:57.000,28.969631746,5892.0117,26.74434,19.83452,4825.9883
10198,2020/11/24 02:44:58.000,28.378911787,5892.0117,25.53702,19.67351,5224.8833
10199,2020/11/24 02:44:59.000,27.788191827,5892.0117,24.75162,19.71376,4848.2617
10200,2020/11/24 02:45:00.000,27.197471868,5892.0117,23.94726,19.67351,4323.826
10201,2020/11/24 02:45:01.000,26.606751908,5892.0117,23.16085,19.83452,4392.671
10202,2020/11/24 02:45:02.000,27.492549385,5892.0117,22.78209,19.83452,4299.528
10203,2020/11/24 02:45:03.000,28.378346861,5892.0117,22.26481,19.85465,4522.261
10204,2020/11/24 02:45:04.000,29.264144338,5892.0117,22.20282,19.95528,4694.3735
10205,2020/11/24 02:45:05.000,30.149941814,5892.0117,22.7077,19.67351,4583.007
10206,2020/11/24 02:45:06.000,31.035739291,5892.0117,22.99413,19.67351,4718.6714
10207,2020/11/24 02:45:07.000,30.887955178,5892.0117,23.38981,19.75402,4955.5786
10208,2020/11/24 02:45:08.000,30.740171065,5892.0117,23.90675,19.83452,5237.0327
10209,2020/11/24 02:45:09.000,30.592386951,5892.0117,24.47594,19.65339,5156.0386
10210,2020/11/24 02:45:10.000,30.444602838,5892.0117,25.11069,19.87478,5117.5664
10211,2020/11/24 02:45:11.000,30.296818725,5892.0117,25.36904,19.65339,5147.9395
10212,2020/11/24 02:45:12.000,31.638737616,5892.0117,25.84254,19.67351,4939.38
10213,2020/11/24 02:45:13.000,32.980656507,5892.0117,25.94573,20.69996,4510.1123
10214,2020/11/24 02:45:14.000,34.322575397,5892.0117,26.44136,19.69364,5115.5415
10215,2020/11/24 02:45:15.000,35.664494288,5892.0117,26.60966,19.8144,4850.2866
10216,2020/11/24 02:45:16.000,37.006413179,5892.0117,26.82594,19.57288,5004.175
10217,2020/11/24 02:45:17.000,38.306408136,5892.0117,26.9669,19.63326,5421.2935
10218,2020/11/24 02:45:18.000,39.606403092,5892.0117,27.17689,19.73389,5040.622
10219,2020/11/24 02:45:19.000,40.906398049,5892.0117,27.43732,19.79427,5020.374
10220,2020/11/24 02:45:20.000,42.206393005,5892.0117,27.98825,19.57288,5226.908
10221,2020/11/24 02:45:21.000,43.506387962,5892.0117,28.25579,19.87478,4923.181
10222,2020/11/24 02:45:22.000,42.527572079,5892.0117,28.62264,19.97541,5411.1694
10223,2020/11/24 02:45:23.000,41.548756195,5892.0117,28.94397,19.69364,5324.101
10224,2020/11/24 02:45:24.000,40.569940312,5892.0117,29.10922,19.63326,5309.9272
10225,2020/11/24 02:45:25.000,39.591124428,5892.0117,29.49856,19.79427,5550.884
10226,2020/11/24 02:45:26.000,38.612308545,5892.0117,29.88331,19.65339,5255.2563
10227,2020/11/24 02:45:27.000,37.106107673,5892.0117,30.01925,19.73389,5334.225
10228,2020/11/24 02:45:28.000,35.5999068,5892.0117,30.19826,19.91503,5313.9766
10229,2020/11/24 02:45:29.000,34.093705928,5892.0117,30.13475,19.69364,5469.89
10230,2020/11/24 02:45:30.000,32.587505055,5892.0117,29.9719,19.79427,5680.474
10231,2020/11/24 02:45:31.000,31.081304183,5892.0117,29.79661,19.83452,5267.4053
10232,2020/11/24 02:45:32.000,30.878716496,5892.0117,29.56766,19.79427,5326.126
10233,2020/11/24 02:45:33.000,30.676128809,5892.0117,28.73269,19.77414,4959.6284
10234,2020/11/24 02:45:34.000,30.473541123,5892.0117,28.16134,19.69364,4868.5103
10235,2020/11/24 02:45:35.000,30.270953436,5892.0117,27.6929,19.85465,4832.063
10236,2020/11/24 02:45:36.000,30.068365749,5892.0117,27.28717,19.79427,5174.262
10237,2020/11/24 02:45:37.000,30.422375471,5892.0117,27.04343,19.71376,4913.057
10238,2020/11/24 02:45:38.000,30.776385193,5892.0117,27.03745,19.69364,5279.554
10239,2020/11/24 02:45:39.000,31.130394914,5892.0117,27.1911,19.79427,4890.7837
10240,2020/11/24 02:45:40.000,31.484404636,5892.0117,27.32557,19.8144,5151.989
10241,2020/11/24 02:45:41.000,31.838414358,5892.0117,27.32821,19.65339,5508.3623
10242,2020/11/24 02:45:42.000,31.748579512,5892.0117,27.22624,19.67351,4963.678
10243,2020/11/24 02:45:43.000,31.658744666,5892.0117,26.96802,19.69364,4862.4355
10244,2020/11/24 02:45:44.000,31.568909821,5892.0117,26.96802,19.73389,5494.188
10245,2020/11/24 02:45:45.000,31.479074975,5892.0117,26.74387,19.57288,4574.907
10246,2020/11/24 02:45:46.000,31.389240129,5892.0117,26.21897,19.8144,4763.2183
10247,2020/11/24 02:45:47.000,31.49229841,5892.0117,25.91913,19.67351,4651.8516
10248,2020/11/24 02:45:48.000,31.595356691,5892.0117,25.71888,19.65339,4585.0317
10249,2020/11/24 02:45:49.000,31.698414971,5892.0117,25.12678,19.65339,4892.8086
10250,2020/11/24 02:45:50.000,31.801473252,5892.0117,25.10245,19.61313,4718.6714
10251,2020/11/24 02:45:51.000,31.904531533,5892.0117,24.68494,19.91503,5075.045
10252,2020/11/24 02:45:52.000,31.431585111,5892.0117,24.35751,19.73389,4726.771
10253,2020/11/24 02:45:53.000,30.958638689,5892.0117,24.17291,19.77414,4694.3735
10254,2020/11/24 02:45:54.000,30.485692266,5892.0117,24.04691,19.77414,4556.6836
10255,2020/11/24 02:45:55.000,30.012745844,5892.0117,24.01346,19.97541,4657.9263
10256,2020/11/24 02:45:56.000,29.539799422,5892.0117,24.18279,19.77414,4647.802
10257,2020/11/24 02:45:57.000,29.767723821,5892.0117,24.19418,19.61313,4872.56
10258,2020/11/24 02:45:58.000,29.99564822,5892.0117,24.3447,19.69364,4678.175
